Interval (ms),PCM1.P1.MAP,PCM1.P19.BatteryVolts,PCM1.P19.Coolant_Temp,PCM1.P1.Final_AFR1,PCM1.P1.Final_AFR2,PCM1.P14.InjectorPW1,PCM1.P9.O2Fuel_MultA,PCM1.P9.O2Fuel_MultB,PCM1.P23.Primary_Fuel_Pressure,PCM1.P12.PrimaryCompensatedInjectorFlow,PCM1.P9.RPM,PCM1.P1.Spark_Advance_Log,PCM1.P20.Target_AFR,PCM1.P4.TimeSinceRun,PCM1.P2.TPS,PCM1.P3.WasteGate_SetPoint,PCM1.P3.NonDrivenWheelSpeed,PCM1.P3.DrivenWheelSpeed,PCM1.P20.Engine_HP_Potential,PCM1.P22.EngineTorque,PCM1.ERI.VarDecs.Primary_Injector_Duty,TPS_diff,time_diff,TPS_ramp_rate,Final_AFR1_diff,Final_AFR1_ramp_rate,RPM_diff,RPM_ramp_rate,event_type
1676786913649.0,-9.72,14.38,176.0,8.02,1.03,2101.0,1.0,1.0,49.6,1272.0,1719.0,29.0,10.31,509.0,3.0,22.05,16.0,15.0,14.0,44.0,2.97,0.0,32.0,0.0,-0.030000000000001137,-0.00094,-15.0,-0.46875,cruise
1676786913675.0,-9.72,14.38,176.0,8.06,1.03,2057.0,1.0,1.0,49.6,1270.0,1696.0,29.0,10.31,509.0,3.0,22.05,16.0,15.0,14.0,44.0,2.91,0.0,26.0,0.0,0.040000000000000924,0.00154,-23.0,-0.88462,cruise
1676786913703.0,-9.57,14.38,176.0,8.05,1.03,2039.0,1.0,1.0,49.75,1269.0,1688.0,28.5,10.31,509.0,4.0,22.05,16.0,15.0,14.0,44.0,2.86,1.0,28.0,0.03571,-0.009999999999999787,-0.00036,-8.0,-0.28571,cruise
1676786913733.0,-9.57,14.35,176.0,8.09,1.03,2029.0,1.0,1.0,50.04,1274.0,1687.0,28.5,10.31,509.0,3.0,22.05,16.0,15.0,14.0,44.0,2.85,-1.0,30.0,-0.03333,0.03999999999999915,0.00133,-1.0,-0.03333,cruise
1676786913762.0,-9.43,14.35,176.0,8.05,1.03,2044.0,1.0,1.0,50.04,1274.0,1685.0,28.5,10.31,509.0,3.0,22.05,16.0,15.0,14.0,45.0,2.89,0.0,29.0,0.0,-0.03999999999999915,-0.00138,-2.0,-0.06897,cruise
1676786913793.0,-9.43,14.35,176.0,8.11,1.03,2063.0,1.0,1.0,49.89,1271.0,1680.0,28.5,10.31,510.0,4.0,22.05,16.0,15.0,14.0,46.0,2.89,1.0,31.0,0.03226,0.05999999999999872,0.00194,-5.0,-0.16129,cruise
1676786913817.0,-9.43,14.35,176.0,8.06,1.03,2060.0,1.0,1.0,49.75,1271.0,1676.0,28.5,10.31,510.0,4.0,22.05,16.0,15.0,14.0,46.0,2.88,0.0,24.0,0.0,-0.049999999999998934,-0.00208,-4.0,-0.16667,cruise
1676786913843.0,-9.28,14.37,176.0,8.12,1.03,2063.0,1.0,1.0,50.04,1268.0,1677.0,28.5,10.3,510.0,4.0,22.05,16.0,15.0,14.0,46.0,2.89,0.0,26.0,0.0,0.05999999999999872,0.00231,1.0,0.03846,cruise
1676786913872.0,-9.28,14.37,176.0,8.19,1.03,2072.0,1.0,1.0,50.04,1274.0,1682.0,28.5,10.3,510.0,4.0,22.05,16.0,15.0,14.0,47.0,2.9,0.0,29.0,0.0,0.07000000000000028,0.00241,5.0,0.17241,cruise
1676786913903.0,-9.28,14.37,176.0,8.19,1.03,2068.0,1.0,1.0,50.04,1271.0,1670.0,28.5,10.31,510.0,4.0,22.05,16.0,15.0,15.0,47.0,2.88,0.0,31.0,0.0,0.0,0.0,-12.0,-0.3871,cruise
1676786913956.0,-9.14,14.36,176.0,8.34,1.03,2083.0,1.0,1.0,50.04,1270.0,1662.0,28.0,10.31,510.0,4.0,22.05,16.0,15.0,15.0,48.0,2.89,0.0,53.0,0.0,0.15000000000000036,0.00283,-8.0,-0.15094,cruise
1676786913979.0,-9.14,14.36,176.0,8.37,1.03,2077.0,1.0,1.0,50.33,1270.0,1662.0,28.0,10.31,510.0,4.0,22.05,16.0,15.0,15.0,48.0,2.88,0.0,23.0,0.0,0.02999999999999936,0.0013,0.0,0.0,cruise
1676786914006.0,-9.14,14.36,176.0,8.47,1.03,2101.0,1.0,1.0,50.33,1272.0,1661.0,28.0,10.31,510.0,4.0,22.05,16.0,15.0,15.0,48.0,2.97,0.0,27.0,0.0,0.10000000000000142,0.0037,-1.0,-0.03704,cruise
1676786914032.0,-8.99,14.35,176.0,8.48,1.03,2156.0,1.0,1.0,50.04,1271.0,1669.0,28.0,10.31,510.0,5.0,22.05,16.0,15.0,15.0,48.0,3.0,1.0,26.0,0.03846,0.009999999999999787,0.00038,8.0,0.30769,cruise
1676786914065.0,-8.99,14.35,176.0,8.53,1.03,2175.0,1.0,1.0,50.04,1269.0,1671.0,28.0,10.31,510.0,5.0,22.05,16.0,15.0,15.0,49.0,3.05,0.0,33.0,0.0,0.049999999999998934,0.00152,2.0,0.06061,cruise
1676786914119.0,-8.85,14.35,176.0,8.65,1.03,2179.0,1.0,1.0,50.47,1271.0,1680.0,28.0,10.3,510.0,5.0,22.05,16.0,15.0,16.0,50.0,3.05,0.0,54.0,0.0,0.120000000000001,0.00222,9.0,0.16667,cruise
1676786914142.0,-8.85,14.36,176.0,8.69,1.03,2164.0,1.0,1.0,50.47,1271.0,1683.0,28.0,10.3,510.0,5.0,22.05,16.0,15.0,16.0,51.0,3.04,0.0,23.0,0.0,0.03999999999999915,0.00174,3.0,0.13043,cruise
1676786914171.0,-8.7,14.36,176.0,8.71,1.03,2170.0,1.0,1.0,50.33,1268.0,1694.0,28.0,10.3,510.0,5.0,22.05,16.0,15.0,16.0,51.0,3.06,0.0,29.0,0.0,0.02000000000000135,0.00069,11.0,0.37931,cruise
1676786914194.0,-8.7,14.36,176.0,8.71,1.03,2192.0,1.0,1.0,50.47,1267.0,1699.0,28.0,10.3,510.0,6.0,22.05,16.0,15.0,16.0,52.0,3.1,1.0,23.0,0.04348,0.0,0.0,5.0,0.21739,cruise
1676786914227.0,-8.7,14.36,176.0,8.7,1.03,2184.0,1.0,1.0,50.62,1269.0,1702.0,28.5,10.3,510.0,6.0,22.05,16.0,15.0,16.0,52.0,3.1,0.0,33.0,0.0,-0.010000000000001563,-0.0003,3.0,0.09091,cruise
1676786914266.0,-8.56,14.34,176.0,8.68,1.03,2176.0,1.0,1.0,50.62,1270.0,1712.0,28.5,10.3,510.0,6.0,22.05,16.0,15.0,17.0,54.0,3.14,0.0,39.0,0.0,-0.019999999999999574,-0.00051,10.0,0.25641,cruise
1676786914300.0,-8.56,14.34,176.0,8.61,1.03,2203.0,1.0,1.0,50.62,1267.0,1714.0,28.5,10.3,510.0,6.0,22.05,16.0,14.0,17.0,55.0,3.15,0.0,34.0,0.0,-0.07000000000000028,-0.00206,2.0,0.05882,cruise
1676786914332.0,-8.41,14.35,176.0,8.57,1.03,2212.0,1.0,1.0,50.62,1268.0,1697.0,28.5,10.3,510.0,6.0,22.05,16.0,15.0,18.0,56.0,3.13,0.0,32.0,0.0,-0.03999999999999915,-0.00125,-17.0,-0.53125,cruise
1676786914359.0,-8.27,14.35,176.0,8.55,1.03,2219.0,1.0,1.0,51.05,1267.0,1686.0,28.0,10.3,510.0,6.0,22.05,16.0,15.0,18.0,57.0,3.12,0.0,27.0,0.0,-0.019999999999999574,-0.00074,-11.0,-0.40741,cruise
1676786914391.0,-8.12,14.35,176.0,8.57,1.03,2241.0,1.0,1.0,51.05,1270.0,1618.0,27.5,10.31,510.0,6.0,22.05,16.0,15.0,18.0,58.0,3.02,0.0,32.0,0.0,0.019999999999999574,0.00062,-68.0,-2.125,cruise
1676786914422.0,-8.12,14.35,176.0,8.58,1.03,2256.0,1.0,1.0,50.62,1269.0,1599.0,27.0,10.31,510.0,6.0,22.05,16.0,15.0,18.0,59.0,3.01,0.0,31.0,0.0,0.009999999999999787,0.00032,-19.0,-0.6129,cruise
1676786914446.0,-8.12,14.35,176.0,8.62,1.03,2270.0,1.0,1.0,50.76,1264.0,1561.0,26.5,10.31,510.0,6.0,22.05,16.0,15.0,18.0,59.0,2.93,0.0,24.0,0.0,0.03999999999999915,0.00167,-38.0,-1.58333,cruise
1676786914476.0,-7.98,14.35,176.0,8.66,1.03,2272.0,1.0,1.0,51.34,1269.0,1521.0,26.0,10.31,510.0,6.0,22.05,16.0,15.0,18.0,60.0,2.88,0.0,30.0,0.0,0.040000000000000924,0.00133,-40.0,-1.33333,cruise
1676786914501.0,-7.83,14.35,176.0,8.7,1.03,2334.0,1.0,1.0,51.2,1270.0,1523.0,25.5,10.21,510.0,6.0,22.05,16.0,14.0,17.0,61.0,2.96,0.0,25.0,0.0,0.03999999999999915,0.0016,2.0,0.08,cruise
1676786914539.0,-7.69,14.36,176.0,8.75,1.03,2386.0,1.0,1.0,51.34,1266.0,1548.0,26.0,10.21,510.0,6.0,22.05,16.0,14.0,17.0,61.0,3.08,0.0,38.0,0.0,0.05000000000000071,0.00132,25.0,0.65789,cruise
1676786914572.0,-7.54,14.36,176.0,8.83,1.03,2433.0,1.0,1.0,51.49,1272.0,1592.0,26.0,10.2,510.0,6.0,22.05,16.0,15.0,19.0,64.0,3.23,0.0,33.0,0.0,0.08000000000000007,0.00242,44.0,1.33333,cruise
1676786914599.0,-7.4,14.36,176.0,8.86,1.03,2461.0,1.0,1.0,51.34,1267.0,1608.0,26.0,10.2,510.0,6.0,22.05,16.0,15.0,19.0,64.0,3.3,0.0,27.0,0.0,0.02999999999999936,0.00111,16.0,0.59259,cruise
1676786914630.0,-7.25,14.36,176.0,8.95,1.03,2476.0,1.0,1.0,51.34,1264.0,1630.0,26.5,10.2,510.0,6.0,22.05,16.0,15.0,20.0,66.0,3.36,0.0,31.0,0.0,0.08999999999999986,0.0029,22.0,0.70968,cruise
1676786914657.0,-7.25,14.36,176.0,8.99,1.03,2470.0,1.0,1.0,51.92,1266.0,1627.0,26.5,10.2,510.0,6.0,22.05,16.0,15.0,20.0,68.0,3.35,0.0,27.0,0.0,0.040000000000000924,0.00148,-3.0,-0.11111,cruise
1676786914694.0,-7.25,14.36,176.0,9.12,1.03,2490.0,1.0,1.0,51.49,1267.0,1589.0,26.5,10.2,510.0,6.0,22.05,16.0,15.0,21.0,71.0,3.3,0.0,37.0,0.0,0.129999999999999,0.00351,-38.0,-1.02703,cruise
1676786914720.0,-7.11,14.36,176.0,9.17,1.03,2507.0,1.0,1.0,51.2,1264.0,1556.0,26.0,10.2,510.0,6.0,22.05,16.0,15.0,21.0,70.0,3.25,0.0,26.0,0.0,0.05000000000000071,0.00192,-33.0,-1.26923,cruise
1676786914746.0,-7.11,14.34,176.0,9.25,1.03,2512.0,1.0,1.0,51.78,1260.0,1540.0,26.0,10.1,510.0,7.0,22.05,16.0,15.0,20.0,71.0,3.23,1.0,26.0,0.03846,0.08000000000000007,0.00308,-16.0,-0.61538,cruise
1676786914773.0,-6.96,14.34,176.0,9.45,1.03,2569.0,1.0,1.0,51.92,1269.0,1547.0,25.5,10.1,510.0,7.0,22.05,16.0,14.0,20.0,71.0,3.31,0.0,27.0,0.0,0.1999999999999993,0.00741,7.0,0.25926,cruise
1676786914800.0,-6.96,14.34,176.0,9.55,1.03,2616.0,1.0,1.0,51.49,1266.0,1561.0,26.0,10.1,511.0,7.0,22.05,16.0,15.0,21.0,71.0,3.4,0.0,27.0,0.0,0.10000000000000142,0.0037,14.0,0.51852,cruise
1676786914839.0,-6.82,14.33,176.0,9.72,1.03,2700.0,1.0,1.0,52.07,1263.0,1606.0,26.0,10.1,511.0,7.0,22.05,16.0,15.0,21.0,72.0,3.61,0.0,39.0,0.0,0.16999999999999993,0.00436,45.0,1.15385,cruise
1676786914947.0,-6.67,14.34,176.0,9.97,1.03,2697.0,1.0,1.0,52.07,1261.0,1606.0,26.0,10.01,511.0,8.0,22.05,16.0,15.0,23.0,77.0,3.54,1.0,108.0,0.00926,0.25,0.00231,0.0,0.0,cruise
1676786914974.0,-6.53,14.34,176.0,10.07,1.03,2720.0,1.0,1.0,52.07,1267.0,1574.0,25.5,9.91,511.0,8.0,22.05,16.0,15.0,23.0,79.0,3.57,0.0,27.0,0.0,0.09999999999999964,0.0037,-32.0,-1.18519,cruise
1676786915033.0,-6.24,14.34,176.0,10.15,1.03,2799.0,1.0,1.0,52.65,1260.0,1598.0,25.5,9.82,511.0,9.0,22.05,16.0,15.0,25.0,79.0,3.73,1.0,59.0,0.01695,0.08000000000000007,0.00136,24.0,0.40678,cruise
1676786915062.0,-6.09,14.34,176.0,10.16,1.03,2816.0,1.0,1.0,53.08,1265.0,1627.0,25.0,9.82,511.0,9.0,22.05,16.0,15.0,25.0,82.0,3.92,0.0,29.0,0.0,0.009999999999999787,0.00034,29.0,1.0,cruise
1676786915100.0,-5.95,14.34,176.0,10.12,1.03,2879.0,1.0,1.0,52.65,1263.0,1650.0,25.0,9.82,511.0,9.0,22.05,16.0,15.0,27.0,84.0,3.96,0.0,38.0,0.0,-0.040000000000000924,-0.00105,23.0,0.60526,cruise
1676786915127.0,-5.8,14.34,176.0,10.1,1.03,2891.0,1.0,1.0,52.65,1263.0,1649.0,25.0,9.82,511.0,9.0,22.05,16.0,15.0,27.0,86.0,3.99,0.0,27.0,0.0,-0.019999999999999574,-0.00074,-1.0,-0.03704,cruise
1676786915155.0,-5.66,14.34,176.0,10.01,1.03,2946.0,1.0,1.0,53.23,1263.0,1627.0,24.5,9.72,511.0,9.0,22.05,16.0,15.0,27.0,89.0,3.99,0.0,28.0,0.0,-0.08999999999999986,-0.00321,-22.0,-0.78571,cruise
1676786915178.0,-5.66,14.34,176.0,9.97,1.03,2960.0,1.0,1.0,53.08,1265.0,1607.0,24.5,9.72,511.0,9.0,22.05,16.0,15.0,27.0,90.0,3.96,0.0,23.0,0.0,-0.03999999999999915,-0.00174,-20.0,-0.86957,cruise
1676786915217.0,-5.51,14.34,176.0,9.9,1.03,2994.0,1.0,1.0,52.65,1260.0,1609.0,24.5,9.73,511.0,9.0,22.05,16.0,15.0,28.0,92.0,4.02,0.0,39.0,0.0,-0.07000000000000028,-0.00179,2.0,0.05128,cruise
1676786915248.0,-5.37,14.35,177.8,9.87,1.03,3005.0,1.0,1.0,53.08,1261.0,1637.0,24.5,9.73,511.0,9.0,22.05,16.0,15.0,28.0,93.0,4.17,0.0,31.0,0.0,-0.030000000000001137,-0.00097,28.0,0.90323,cruise
1676786915278.0,-5.22,14.35,177.8,9.75,1.03,3051.0,1.0,1.0,53.37,1266.0,1658.0,24.0,9.73,511.0,9.0,22.05,16.0,15.0,30.0,94.0,4.22,0.0,30.0,0.0,-0.11999999999999922,-0.004,21.0,0.7,cruise
1676786915310.0,-5.22,14.35,177.8,9.68,1.03,3089.0,1.0,1.0,53.08,1259.0,1674.0,24.0,9.73,511.0,9.0,22.05,16.0,16.0,30.0,96.0,4.31,0.0,32.0,0.0,-0.07000000000000028,-0.00219,16.0,0.5,cruise
1676786915333.0,-5.22,14.34,177.8,9.65,1.03,3113.0,1.0,1.0,53.08,1259.0,1678.0,24.0,9.63,511.0,9.0,22.05,16.0,16.0,31.0,97.0,4.35,0.0,23.0,0.0,-0.02999999999999936,-0.0013,4.0,0.17391,cruise
1676786915361.0,-5.08,14.34,177.8,9.62,1.03,3128.0,1.0,1.0,53.23,1259.0,1669.0,24.0,9.63,511.0,9.0,22.05,16.0,16.0,31.0,97.0,4.35,0.0,28.0,0.0,-0.030000000000001137,-0.00107,-9.0,-0.32143,cruise
1676786915390.0,-5.08,14.34,177.8,9.7,1.03,3106.0,1.0,1.0,53.52,1264.0,1652.0,24.0,9.72,511.0,9.0,22.05,17.0,16.0,31.0,98.0,4.28,0.0,29.0,0.0,0.08000000000000007,0.00276,-17.0,-0.58621,cruise
1676786915423.0,-5.08,14.34,177.8,9.75,1.03,3149.0,1.0,1.0,53.08,1264.0,1647.0,24.0,9.72,511.0,9.0,22.05,17.0,16.0,31.0,99.0,4.32,0.0,33.0,0.0,0.05000000000000071,0.00152,-5.0,-0.15152,cruise
1676786915451.0,-5.08,14.33,176.0,9.9,1.03,3160.0,1.0,1.0,52.79,1258.0,1656.0,24.0,9.63,511.0,9.0,22.05,17.0,16.0,31.0,99.0,4.36,0.0,28.0,0.0,0.15000000000000036,0.00536,9.0,0.32143,cruise
1676786915474.0,-4.93,14.33,176.0,9.93,1.03,3156.0,1.0,1.0,53.37,1255.0,1675.0,24.0,9.63,511.0,9.0,22.05,17.0,16.0,31.0,98.0,4.41,0.0,23.0,0.0,0.02999999999999936,0.0013,19.0,0.82609,cruise
1676786915513.0,-4.93,14.33,176.0,9.98,1.03,3162.0,1.0,1.0,53.52,1264.0,1699.0,24.0,9.73,511.0,9.0,22.05,17.0,16.0,32.0,99.0,4.48,0.0,39.0,0.0,0.05000000000000071,0.00128,24.0,0.61538,cruise
1676786915536.0,-4.93,14.35,176.0,9.98,1.03,3144.0,1.0,1.0,53.23,1263.0,1702.0,24.0,9.73,511.0,9.0,22.05,17.0,16.0,32.0,101.0,4.46,0.0,23.0,0.0,0.0,0.0,3.0,0.13043,cruise
1676786915562.0,-4.93,14.35,176.0,9.96,1.03,3165.0,1.0,1.0,53.08,1259.0,1708.0,24.0,9.73,511.0,9.0,22.05,17.0,16.0,32.0,101.0,4.5,0.0,26.0,0.0,-0.019999999999999574,-0.00077,6.0,0.23077,cruise
1676786915593.0,-4.93,14.35,176.0,9.92,1.03,3183.0,1.0,1.0,53.08,1257.0,1707.0,24.0,9.72,511.0,9.0,22.05,17.0,16.0,32.0,101.0,4.53,0.0,31.0,0.0,-0.040000000000000924,-0.00129,-1.0,-0.03226,cruise
1676786915616.0,-4.93,14.35,176.0,9.9,1.03,3174.0,1.0,1.0,53.37,1257.0,1704.0,24.0,9.72,511.0,9.0,22.05,17.0,16.0,32.0,101.0,4.51,0.0,23.0,0.0,-0.019999999999999574,-0.00087,-3.0,-0.13043,cruise
1676786915674.0,-4.93,14.32,176.0,9.83,1.03,3141.0,1.0,1.0,53.23,1261.0,1713.0,24.0,9.63,511.0,9.0,22.05,17.0,16.0,32.0,101.0,4.48,0.0,58.0,0.0,-0.07000000000000028,-0.00121,9.0,0.15517,cruise
1676786915698.0,-4.93,14.32,176.0,9.76,1.03,3142.0,1.0,1.0,53.08,1259.0,1716.0,24.0,9.72,511.0,9.0,22.05,17.0,16.0,33.0,101.0,4.49,0.0,24.0,0.0,-0.07000000000000028,-0.00292,3.0,0.125,cruise
1676786915733.0,-5.08,14.35,176.0,9.67,1.03,3164.0,1.0,1.0,53.08,1257.0,1738.0,24.0,9.72,511.0,10.0,22.05,17.0,16.0,33.0,100.0,4.58,1.0,35.0,0.02857,-0.08999999999999986,-0.00257,22.0,0.62857,cruise
1676786915756.0,-5.08,14.35,176.0,9.64,1.03,3157.0,1.0,1.0,53.37,1257.0,1749.0,24.0,9.72,511.0,10.0,22.05,17.0,16.0,33.0,100.0,4.6,0.0,23.0,0.0,-0.02999999999999936,-0.0013,11.0,0.47826,cruise
1676786915780.0,-5.08,14.35,176.0,9.56,1.03,3123.0,1.0,1.0,53.52,1261.0,1750.0,24.0,9.72,511.0,9.0,22.05,17.0,16.0,33.0,100.0,4.56,-1.0,24.0,-0.04167,-0.08000000000000007,-0.00333,1.0,0.04167,cruise
1676786915817.0,-5.08,14.35,176.0,9.46,1.03,3134.0,1.0,1.0,53.23,1261.0,1734.0,24.0,9.72,512.0,10.0,22.05,17.0,16.0,33.0,101.0,4.53,1.0,37.0,0.02703,-0.09999999999999964,-0.0027,-16.0,-0.43243,cruise
1676786915839.0,-5.08,14.35,176.0,9.42,1.03,3152.0,1.0,1.0,53.08,1259.0,1741.0,24.0,9.72,512.0,10.0,22.05,17.0,16.0,33.0,101.0,4.57,0.0,22.0,0.0,-0.040000000000000924,-0.00182,7.0,0.31818,cruise
1676786915872.0,-5.08,14.35,176.0,9.39,1.03,3124.0,1.0,1.0,52.79,1258.0,1754.0,24.0,9.72,512.0,10.0,22.05,18.0,16.0,33.0,100.0,4.57,0.0,33.0,0.0,-0.02999999999999936,-0.00091,13.0,0.39394,cruise
1676786915896.0,-5.08,14.35,176.0,9.4,1.03,3122.0,1.0,1.0,53.08,1256.0,1768.0,24.0,9.72,512.0,10.0,22.05,18.0,16.0,33.0,99.0,4.6,0.0,24.0,0.0,0.009999999999999787,0.00042,14.0,0.58333,cruise
1676786915918.0,-5.08,14.35,176.0,9.39,1.03,3114.0,1.0,1.0,53.37,1258.0,1776.0,24.0,9.72,512.0,9.0,22.05,18.0,17.0,33.0,99.0,4.61,-1.0,22.0,-0.04545,-0.009999999999999787,-0.00045,8.0,0.36364,cruise
1676786915962.0,-5.08,14.34,176.0,9.31,1.03,3116.0,1.0,1.0,53.23,1262.0,1787.0,24.5,9.73,512.0,9.0,22.05,18.0,17.0,33.0,100.0,4.64,0.0,44.0,0.0,-0.08000000000000007,-0.00182,11.0,0.25,cruise
1676786915985.0,-5.08,14.34,176.0,9.28,1.03,3114.0,1.0,1.0,53.23,1260.0,1794.0,24.5,9.73,512.0,9.0,22.05,18.0,17.0,33.0,100.0,4.66,0.0,23.0,0.0,-0.030000000000001137,-0.0013,7.0,0.30435,cruise
1676786916016.0,-5.08,14.34,176.0,9.26,1.03,3116.0,1.0,1.0,52.79,1258.0,1789.0,24.5,9.73,512.0,9.0,22.05,18.0,17.0,34.0,100.0,4.65,0.0,31.0,0.0,-0.019999999999999574,-0.00065,-5.0,-0.16129,cruise
1676786916038.0,-5.08,14.33,176.0,9.26,1.03,3119.0,1.0,1.0,52.79,1256.0,1790.0,24.5,9.73,512.0,9.0,22.05,18.0,17.0,34.0,100.0,4.65,0.0,22.0,0.0,0.0,0.0,1.0,0.04545,cruise
1676786916060.0,-5.08,14.33,176.0,9.23,1.03,3116.0,1.0,1.0,52.79,1256.0,1784.0,24.5,9.73,512.0,10.0,22.05,18.0,17.0,34.0,99.0,4.63,1.0,22.0,0.04545,-0.02999999999999936,-0.00136,-6.0,-0.27273,cruise
1676786916100.0,-5.22,14.33,176.0,9.19,1.03,3103.0,1.0,1.0,53.23,1257.0,1798.0,24.5,9.73,512.0,10.0,22.05,18.0,17.0,34.0,99.0,4.65,0.0,40.0,0.0,-0.040000000000000924,-0.001,14.0,0.35,cruise
1676786916142.0,-5.22,14.34,176.0,9.16,1.03,3092.0,1.0,1.0,53.37,1263.0,1814.0,24.5,9.73,512.0,9.0,22.05,18.0,17.0,34.0,99.0,4.71,-1.0,42.0,-0.02381,-0.02999999999999936,-0.00071,16.0,0.38095,cruise
1676786916186.0,-5.22,14.34,176.0,9.16,1.03,3096.0,1.0,1.0,53.08,1261.0,1835.0,24.5,9.72,512.0,9.0,22.05,18.0,17.0,34.0,98.0,4.74,0.0,44.0,0.0,0.0,0.0,21.0,0.47727,cruise
1676786916213.0,-5.22,14.34,176.0,9.2,1.03,3096.0,1.0,1.0,52.79,1259.0,1835.0,24.5,9.72,512.0,9.0,22.05,18.0,17.0,34.0,99.0,4.74,0.0,27.0,0.0,0.03999999999999915,0.00148,0.0,0.0,cruise
1676786916235.0,-5.22,14.35,176.0,9.23,1.03,3093.0,1.0,1.0,52.79,1257.0,1835.0,24.5,9.73,512.0,9.0,22.05,18.0,17.0,34.0,99.0,4.73,0.0,22.0,0.0,0.030000000000001137,0.00136,0.0,0.0,cruise
1676786916278.0,-5.22,14.35,176.0,9.26,1.03,3096.0,1.0,1.0,52.65,1257.0,1829.0,24.5,9.73,512.0,9.0,22.05,18.0,17.0,34.0,99.0,4.72,0.0,43.0,0.0,0.02999999999999936,0.0007,-6.0,-0.13953,cruise
1676786916302.0,-5.22,14.35,176.0,9.27,1.03,3089.0,1.0,1.0,52.79,1255.0,1836.0,24.5,9.72,512.0,10.0,22.05,18.0,17.0,34.0,98.0,4.72,1.0,24.0,0.04167,0.009999999999999787,0.00042,7.0,0.29167,cruise
1676786916331.0,-5.22,14.35,176.0,9.24,1.03,3078.0,1.0,1.0,53.23,1260.0,1843.0,24.5,9.72,512.0,9.0,22.05,18.0,17.0,34.0,98.0,4.76,-1.0,29.0,-0.03448,-0.02999999999999936,-0.00103,7.0,0.24138,cruise
1676786916374.0,-5.22,14.35,176.0,9.25,1.03,3074.0,1.0,1.0,53.23,1262.0,1860.0,24.5,9.72,512.0,9.0,22.05,18.0,17.0,34.0,97.0,4.76,0.0,43.0,0.0,0.009999999999999787,0.00023,17.0,0.39535,cruise
1676786916398.0,-5.22,14.35,176.0,9.26,1.03,3067.0,1.0,1.0,53.08,1262.0,1865.0,24.5,9.72,512.0,9.0,22.05,19.0,17.0,34.0,98.0,4.77,0.0,24.0,0.0,0.009999999999999787,0.00042,5.0,0.20833,cruise
1676786916439.0,-5.37,14.31,176.0,9.28,1.03,3064.0,1.0,1.0,53.08,1260.0,1874.0,25.0,9.73,512.0,9.0,22.05,19.0,17.0,34.0,97.0,4.79,0.0,41.0,0.0,0.019999999999999574,0.00049,9.0,0.21951,cruise
1676786916465.0,-5.37,14.31,176.0,9.28,1.03,3074.0,1.0,1.0,52.79,1261.0,1865.0,25.0,9.73,512.0,9.0,22.05,19.0,18.0,34.0,97.0,4.81,0.0,26.0,0.0,0.0,0.0,-9.0,-0.34615,cruise
1676786916492.0,-5.37,14.31,176.0,9.33,1.03,3075.0,1.0,1.0,52.79,1259.0,1873.0,25.0,9.72,512.0,9.0,22.05,19.0,18.0,34.0,97.0,4.8,0.0,27.0,0.0,0.05000000000000071,0.00185,8.0,0.2963,cruise
1676786916519.0,-5.37,14.31,176.0,9.34,1.03,3071.0,1.0,1.0,52.79,1258.0,1873.0,25.0,9.72,512.0,9.0,22.05,19.0,18.0,34.0,97.0,4.79,0.0,27.0,0.0,0.009999999999999787,0.00037,0.0,0.0,cruise
1676786916553.0,-5.37,14.34,176.0,9.33,1.03,3069.0,1.0,1.0,52.79,1256.0,1895.0,25.0,9.73,512.0,9.0,22.05,19.0,18.0,34.0,97.0,4.85,0.0,34.0,0.0,-0.009999999999999787,-0.00029,22.0,0.64706,cruise
1676786916579.0,-5.37,14.34,176.0,9.31,1.03,3072.0,1.0,1.0,52.65,1259.0,1898.0,25.0,9.73,512.0,9.0,22.05,19.0,18.0,34.0,97.0,4.86,0.0,26.0,0.0,-0.019999999999999574,-0.00077,3.0,0.11538,cruise
1676786916613.0,-5.37,14.34,176.0,9.28,1.03,3045.0,1.0,1.0,52.79,1257.0,1906.0,25.0,9.73,512.0,9.0,22.05,19.0,18.0,35.0,97.0,4.84,0.0,34.0,0.0,-0.030000000000001137,-0.00088,8.0,0.23529,cruise
1676786916636.0,-5.37,14.33,176.0,9.26,1.03,3036.0,1.0,1.0,53.08,1259.0,1904.0,25.0,9.73,512.0,9.0,22.05,19.0,18.0,35.0,97.0,4.82,0.0,23.0,0.0,-0.019999999999999574,-0.00087,-2.0,-0.08696,cruise
1676786916670.0,-5.37,14.33,176.0,9.26,1.03,3033.0,1.0,1.0,53.08,1261.0,1913.0,25.0,9.82,512.0,9.0,22.05,19.0,18.0,35.0,97.0,4.84,0.0,34.0,0.0,0.0,0.0,9.0,0.26471,cruise
1676786916699.0,-5.37,14.33,176.0,9.24,1.03,3030.0,1.0,1.0,53.08,1262.0,1910.0,25.0,9.82,512.0,9.0,22.05,19.0,18.0,35.0,96.0,4.82,0.0,29.0,0.0,-0.019999999999999574,-0.00069,-3.0,-0.10345,cruise
1676786916724.0,-5.37,14.33,176.0,9.25,1.03,3023.0,1.0,1.0,53.08,1262.0,1916.0,25.0,9.82,512.0,9.0,22.05,19.0,18.0,35.0,97.0,4.83,0.0,25.0,0.0,0.009999999999999787,0.0004,6.0,0.24,cruise
