Interval (ms),PCM1.P1.MAP,PCM1.P19.BatteryVolts,PCM1.P19.Coolant_Temp,PCM1.P1.Final_AFR1,PCM1.P1.Final_AFR2,PCM1.P14.InjectorPW1,PCM1.P9.O2Fuel_MultA,PCM1.P9.O2Fuel_MultB,PCM1.P23.Primary_Fuel_Pressure,PCM1.P12.PrimaryCompensatedInjectorFlow,PCM1.P9.RPM,PCM1.P1.Spark_Advance_Log,PCM1.P20.Target_AFR,PCM1.P4.TimeSinceRun,PCM1.P2.TPS,PCM1.P3.WasteGate_SetPoint,PCM1.P3.NonDrivenWheelSpeed,PCM1.P3.DrivenWheelSpeed,PCM1.P20.Engine_HP_Potential,PCM1.P22.EngineTorque,PCM1.ERI.VarDecs.Primary_Injector_Duty,TPS_diff,time_diff,TPS_ramp_rate,Final_AFR1_diff,Final_AFR1_ramp_rate,RPM_diff,RPM_ramp_rate,event_type
1676786787062.0,-8.99,14.43,161.6,9.1,1.03,2055.0,1.0,1.0,50.33,1270.0,1097.0,20.64,10.0,383.0,2.0,22.05,0.0,0.0,9.0,47.0,,,,,,,,,idle
1676786787123.0,-8.99,14.41,161.6,9.09,1.03,2053.0,1.0,1.0,50.47,1270.0,1099.0,19.92,10.0,383.0,2.0,22.05,0.0,0.0,10.0,47.0,,0.0,61.0,0.0,-0.009999999999999787,-0.00016,2.0,0.03279,idle
1676786787148.0,-8.99,14.41,161.6,9.08,1.03,2056.0,1.0,1.0,49.89,1266.0,1095.0,20.59,10.0,383.0,2.0,22.05,0.0,0.0,10.0,47.0,,0.0,25.0,0.0,-0.009999999999999787,-0.0004,-4.0,-0.16,idle
1676786787170.0,-8.99,14.41,161.6,9.08,1.03,2053.0,1.0,1.0,50.04,1274.0,1095.0,20.59,10.01,383.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,22.0,0.0,0.0,0.0,0.0,0.0,idle
1676786787191.0,-8.99,14.43,161.6,9.09,1.03,2050.0,1.0,1.0,50.33,1268.0,1101.0,20.53,10.01,383.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,21.0,0.0,0.009999999999999787,0.00048,6.0,0.28571,idle
1676786787222.0,-8.99,14.43,161.6,9.09,1.03,2053.0,1.0,1.0,50.04,1270.0,1098.0,20.21,10.01,383.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,31.0,0.0,0.0,0.0,-3.0,-0.09677,idle
1676786787250.0,-8.99,14.43,161.6,9.09,1.03,2064.0,1.0,1.0,50.04,1270.0,1090.0,20.69,10.01,383.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,28.0,0.0,0.0,0.0,-8.0,-0.28571,idle
1676786787286.0,-8.99,14.4,161.6,9.08,1.03,2061.0,1.0,1.0,50.33,1270.0,1096.0,20.74,10.0,383.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,36.0,0.0,-0.009999999999999787,-0.00028,6.0,0.16667,idle
1676786787310.0,-8.99,14.4,161.6,9.08,1.03,2052.0,1.0,1.0,50.04,1272.0,1097.0,20.53,10.0,383.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,24.0,0.0,0.0,0.0,1.0,0.04167,idle
1676786787332.0,-8.99,14.4,161.6,9.08,1.03,2051.0,1.0,1.0,50.47,1268.0,1091.0,20.42,10.0,383.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,22.0,0.0,0.0,0.0,-6.0,-0.27273,idle
1676786787368.0,-8.99,14.4,161.6,9.07,1.03,2054.0,1.0,1.0,50.47,1266.0,1090.0,20.84,10.0,383.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,36.0,0.0,-0.009999999999999787,-0.00028,-1.0,-0.02778,idle
1676786787396.0,-8.99,14.43,161.6,9.07,1.03,2054.0,1.0,1.0,50.04,1272.0,1092.0,20.84,10.0,383.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,28.0,0.0,0.0,0.0,2.0,0.07143,idle
1676786787426.0,-8.99,14.43,161.6,9.06,1.03,2053.0,1.0,1.0,50.47,1272.0,1097.0,20.47,10.0,383.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,30.0,0.0,-0.009999999999999787,-0.00033,5.0,0.16667,idle
1676786787448.0,-8.99,14.43,161.6,9.05,1.03,2053.0,1.0,1.0,50.33,1268.0,1093.0,20.47,10.0,383.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,22.0,0.0,-0.009999999999999787,-0.00045,-4.0,-0.18182,idle
1676786787479.0,-8.99,14.43,161.6,9.06,1.03,2061.0,1.0,1.0,50.33,1270.0,1094.0,20.69,10.0,383.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,31.0,0.0,0.009999999999999787,0.00032,1.0,0.03226,idle
1676786787506.0,-8.99,14.39,161.6,9.05,1.03,2051.0,1.0,1.0,50.47,1270.0,1094.0,20.47,10.0,383.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,27.0,0.0,-0.009999999999999787,-0.00037,0.0,0.0,idle
1676786787539.0,-8.99,14.39,161.6,9.05,1.03,2051.0,1.0,1.0,50.04,1272.0,1092.0,20.64,10.0,383.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,33.0,0.0,0.0,0.0,-2.0,-0.06061,idle
1676786787561.0,-8.99,14.39,161.6,9.05,1.03,2051.0,1.0,1.0,50.47,1268.0,1085.0,20.74,10.0,383.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,22.0,0.0,0.0,0.0,-7.0,-0.31818,idle
1676786787583.0,-8.99,14.39,161.6,9.05,1.03,2052.0,1.0,1.0,50.04,1272.0,1082.0,20.89,10.0,383.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,22.0,0.0,0.0,0.0,-3.0,-0.13636,idle
1676786787605.0,-8.99,14.42,161.6,9.05,1.03,2051.0,1.0,1.0,50.47,1272.0,1087.0,20.9,10.01,383.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,22.0,0.0,0.0,0.0,5.0,0.22727,idle
1676786787641.0,-8.99,14.42,161.6,9.05,1.03,2052.0,1.0,1.0,50.33,1268.0,1092.0,20.88,10.01,383.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,36.0,0.0,0.0,0.0,5.0,0.13889,idle
1676786787672.0,-8.99,14.42,161.6,9.05,1.03,2062.0,1.0,1.0,50.33,1268.0,1087.0,20.84,10.01,383.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,31.0,0.0,0.0,0.0,-5.0,-0.16129,idle
1676786787694.0,-8.99,14.37,161.6,9.05,1.03,2063.0,1.0,1.0,50.33,1270.0,1087.0,20.88,10.01,383.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,22.0,0.0,0.0,0.0,0.0,0.0,idle
1676786787716.0,-8.99,14.37,161.6,9.05,1.03,2062.0,1.0,1.0,50.33,1270.0,1084.0,20.88,10.0,383.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,22.0,0.0,0.0,0.0,-3.0,-0.13636,idle
1676786787737.0,-8.99,14.37,161.6,9.05,1.03,2063.0,1.0,1.0,50.33,1270.0,1080.0,20.9,10.0,383.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,21.0,0.0,0.0,0.0,-4.0,-0.19048,idle
1676786787772.0,-8.99,14.37,161.6,9.05,1.03,2054.0,1.0,1.0,50.47,1268.0,1075.0,20.91,10.0,384.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,35.0,0.0,0.0,0.0,-5.0,-0.14286,idle
1676786787795.0,-8.99,14.42,161.6,9.05,1.03,2054.0,1.0,1.0,50.04,1272.0,1072.0,20.93,10.0,384.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,23.0,0.0,0.0,0.0,-3.0,-0.13043,idle
1676786787817.0,-8.99,14.42,161.6,9.05,1.03,2053.0,1.0,1.0,50.47,1268.0,1078.0,20.94,10.0,384.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,22.0,0.0,0.0,0.0,6.0,0.27273,idle
1676786787840.0,-8.99,14.42,161.6,9.05,1.03,2053.0,1.0,1.0,50.04,1272.0,1081.0,20.92,10.01,384.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,23.0,0.0,0.0,0.0,3.0,0.13043,idle
1676786787861.0,-8.99,14.42,161.6,9.05,1.03,2053.0,1.0,1.0,50.33,1268.0,1085.0,20.91,10.01,384.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,21.0,0.0,0.0,0.0,4.0,0.19048,idle
1676786787900.0,-8.99,14.41,161.6,9.05,1.03,2054.0,1.0,1.0,50.33,1268.0,1076.0,20.9,10.0,384.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,39.0,0.0,0.0,0.0,-9.0,-0.23077,idle
1676786787923.0,-8.99,14.41,161.6,9.06,1.03,2054.0,1.0,1.0,50.33,1270.0,1075.0,20.93,10.0,384.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,23.0,0.0,0.009999999999999787,0.00043,-1.0,-0.04348,idle
1676786787945.0,-8.99,14.41,161.6,9.05,1.02,2062.0,1.0,1.0,50.33,1270.0,1076.0,20.92,10.01,384.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,22.0,0.0,-0.009999999999999787,-0.00045,1.0,0.04545,idle
1676786787966.0,-8.99,14.41,161.6,9.07,1.03,2064.0,1.0,1.0,50.33,1270.0,1077.0,20.93,10.01,384.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,21.0,0.0,0.019999999999999574,0.00095,1.0,0.04762,idle
1676786788001.0,-8.99,14.4,161.6,9.07,1.03,2054.0,1.0,1.0,50.47,1270.0,1077.0,20.92,10.01,384.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,35.0,0.0,0.0,0.0,0.0,0.0,idle
1676786788040.0,-8.99,14.4,161.6,9.06,1.03,2056.0,1.0,1.0,50.47,1268.0,1070.0,20.95,10.0,384.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,39.0,0.0,-0.009999999999999787,-0.00026,-7.0,-0.17949,idle
1676786788061.0,-8.99,14.4,161.6,9.06,1.03,2060.0,1.0,1.0,49.89,1272.0,1071.0,20.45,10.0,384.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,21.0,0.0,0.0,0.0,1.0,0.04762,idle
1676786788083.0,-8.99,14.4,161.6,9.07,1.03,2056.0,1.0,1.0,50.47,1266.0,1074.0,20.94,10.0,384.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,22.0,0.0,0.009999999999999787,0.00045,3.0,0.13636,idle
1676786788105.0,-8.99,14.44,161.6,9.07,1.03,2061.0,1.0,1.0,49.89,1272.0,1055.0,20.94,10.0,384.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,22.0,0.0,0.0,0.0,-19.0,-0.86364,idle
1676786788127.0,-8.85,14.44,161.6,9.06,1.03,2062.0,1.0,1.0,50.04,1272.0,1055.0,20.51,10.01,384.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,22.0,0.0,-0.009999999999999787,-0.00045,0.0,0.0,idle
1676786788162.0,-8.99,14.44,161.6,9.07,1.03,2061.0,1.0,1.0,50.33,1268.0,1057.0,20.51,10.01,384.0,1.0,22.05,0.0,0.0,9.0,48.0,,-1.0,35.0,-0.02857,0.009999999999999787,0.00029,2.0,0.05714,idle
1676786788186.0,-8.99,14.44,161.6,9.07,1.03,2063.0,1.0,1.0,50.33,1270.0,1058.0,20.5,10.01,384.0,2.0,22.05,0.0,0.0,9.0,47.0,,1.0,24.0,0.04167,0.0,0.0,1.0,0.04167,idle
1676786788208.0,-8.85,14.42,161.6,9.06,1.03,2065.0,1.0,1.0,50.33,1270.0,1060.0,20.49,10.01,384.0,1.0,22.05,0.0,0.0,9.0,48.0,,-1.0,22.0,-0.04545,-0.009999999999999787,-0.00045,2.0,0.09091,idle
1676786788229.0,-8.85,14.42,161.6,9.05,1.03,2074.0,1.0,1.0,50.33,1269.0,1060.0,20.49,10.01,384.0,2.0,22.05,0.0,0.0,9.0,48.0,,1.0,21.0,0.04762,-0.009999999999999787,-0.00048,0.0,0.0,idle
1676786788252.0,-8.85,14.42,161.6,9.06,1.03,2075.0,1.0,1.0,50.47,1270.0,1062.0,20.49,10.0,384.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,23.0,0.0,0.009999999999999787,0.00043,2.0,0.08696,idle
1676786788295.0,-8.85,14.4,161.6,9.05,1.03,2065.0,1.0,1.0,50.47,1269.0,1070.0,20.47,10.0,384.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,43.0,0.0,-0.009999999999999787,-0.00023,8.0,0.18605,idle
1676786788316.0,-8.85,14.4,161.6,9.05,1.03,2067.0,1.0,1.0,50.04,1271.0,1070.0,20.45,10.01,384.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,21.0,0.0,0.0,0.0,0.0,0.0,idle
1676786788338.0,-8.85,14.4,161.6,9.05,1.03,2066.0,1.0,1.0,50.47,1267.0,1057.0,20.45,10.01,384.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,22.0,0.0,0.0,0.0,-13.0,-0.59091,idle
1676786788359.0,-8.85,14.4,161.6,9.05,1.03,2068.0,1.0,1.0,49.89,1271.0,1050.0,20.5,10.01,384.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,21.0,0.0,0.0,0.0,-7.0,-0.33333,idle
1676786788383.0,-8.85,14.4,161.6,9.04,1.03,2064.0,1.0,1.0,50.62,1265.0,1050.0,20.53,10.0,384.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,24.0,0.0,-0.010000000000001563,-0.00042,0.0,0.0,idle
1676786788414.0,-8.85,14.43,161.6,9.04,1.03,2066.0,1.0,1.0,50.47,1267.0,1054.0,20.52,10.0,384.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,31.0,0.0,0.0,0.0,4.0,0.12903,idle
1676786788436.0,-8.85,14.43,161.6,9.03,1.03,2070.0,1.0,1.0,50.04,1271.0,1055.0,20.51,10.0,384.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,22.0,0.0,-0.009999999999999787,-0.00045,1.0,0.04545,idle
1676786788459.0,-8.85,14.43,161.6,9.03,1.03,2068.0,1.0,1.0,50.47,1267.0,1052.0,20.51,10.0,384.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,23.0,0.0,0.0,0.0,-3.0,-0.13043,idle
1676786788485.0,-8.85,14.44,161.6,9.03,1.03,2069.0,1.0,1.0,50.04,1271.0,1053.0,20.52,10.01,384.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,26.0,0.0,0.0,0.0,1.0,0.03846,idle
1676786788528.0,-8.85,14.44,161.6,9.03,1.03,2066.0,1.0,1.0,50.33,1269.0,1063.0,20.5,10.01,384.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,43.0,0.0,0.0,0.0,10.0,0.23256,idle
1676786788555.0,-8.85,14.44,161.6,9.03,1.03,2068.0,1.0,1.0,50.33,1269.0,1061.0,20.48,10.0,384.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,27.0,0.0,0.0,0.0,-2.0,-0.07407,idle
1676786788577.0,-8.85,14.44,161.6,9.03,1.03,2076.0,1.0,1.0,50.33,1269.0,1054.0,20.49,10.0,384.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,22.0,0.0,0.0,0.0,-7.0,-0.31818,idle
1676786788599.0,-8.85,14.39,161.6,9.02,1.03,2076.0,1.0,1.0,50.47,1269.0,1055.0,20.52,10.0,384.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,22.0,0.0,-0.009999999999999787,-0.00045,1.0,0.04545,idle
1676786788629.0,-8.85,14.39,161.6,9.03,1.03,2094.0,1.0,1.0,50.47,1269.0,1058.0,20.5,10.01,384.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,30.0,0.0,0.009999999999999787,0.00033,3.0,0.1,idle
1676786788664.0,-8.85,14.39,161.6,9.01,1.03,2069.0,1.0,1.0,50.33,1271.0,1063.0,20.5,10.01,384.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,35.0,0.0,-0.019999999999999574,-0.00057,5.0,0.14286,idle
1676786788713.0,-8.85,14.43,161.6,9.02,1.03,2066.0,1.0,1.0,50.04,1267.0,1059.0,20.51,10.0,384.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,49.0,0.0,0.009999999999999787,0.0002,-4.0,-0.08163,idle
1676786788734.0,-8.85,14.43,161.6,9.01,1.03,2068.0,1.0,1.0,50.04,1273.0,1064.0,20.5,10.0,384.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,21.0,0.0,-0.009999999999999787,-0.00048,5.0,0.2381,idle
1676786788756.0,-8.85,14.43,161.6,9.01,1.03,2067.0,1.0,1.0,50.47,1267.0,1071.0,20.47,10.0,384.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,22.0,0.0,0.0,0.0,7.0,0.31818,idle
1676786788778.0,-8.85,14.43,161.6,9.02,1.03,2072.0,1.0,1.0,50.04,1271.0,1068.0,20.44,10.0,385.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,22.0,0.0,0.009999999999999787,0.00045,-3.0,-0.13636,idle
1676786788814.0,-8.85,14.43,161.6,9.01,1.03,2070.0,1.0,1.0,50.04,1271.0,1055.0,20.49,10.0,385.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,36.0,0.0,-0.009999999999999787,-0.00028,-13.0,-0.36111,idle
1676786788836.0,-8.85,14.43,161.6,9.03,1.03,2068.0,1.0,1.0,50.47,1267.0,1054.0,20.51,10.0,385.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,22.0,0.0,0.019999999999999574,0.00091,-1.0,-0.04545,idle
1676786788871.0,-8.85,14.43,161.6,9.02,1.03,2070.0,1.0,1.0,50.47,1269.0,1060.0,20.51,10.0,385.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,35.0,0.0,-0.009999999999999787,-0.00029,6.0,0.17143,idle
1676786788899.0,-8.85,14.4,161.6,9.03,1.03,2072.0,1.0,1.0,50.33,1271.0,1062.0,20.49,10.0,385.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,28.0,0.0,0.009999999999999787,0.00036,2.0,0.07143,idle
1676786788921.0,-8.85,14.4,161.6,9.02,1.03,2079.0,1.0,1.0,50.33,1269.0,1061.0,20.48,10.0,385.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,22.0,0.0,-0.009999999999999787,-0.00045,-1.0,-0.04545,idle
1676786788951.0,-8.85,14.4,161.6,9.02,1.03,2071.0,1.0,1.0,50.33,1271.0,1066.0,20.49,10.0,385.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,30.0,0.0,0.0,0.0,5.0,0.16667,idle
1676786788972.0,-8.85,14.4,161.6,9.02,1.03,2070.0,1.0,1.0,50.47,1269.0,1066.0,20.47,10.0,385.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,21.0,0.0,0.0,0.0,0.0,0.0,idle
1676786788998.0,-8.85,14.42,161.6,9.02,1.03,2073.0,1.0,1.0,50.33,1271.0,1067.0,20.46,10.0,385.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,26.0,0.0,0.0,0.0,1.0,0.03846,idle
1676786789020.0,-8.85,14.42,161.6,9.01,1.03,2071.0,1.0,1.0,50.47,1269.0,1055.0,20.46,10.0,385.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,22.0,0.0,-0.009999999999999787,-0.00045,-12.0,-0.54545,idle
1676786789049.0,-8.85,14.42,161.6,9.03,1.03,2069.0,1.0,1.0,50.47,1265.0,1059.0,20.52,10.0,385.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,29.0,0.0,0.019999999999999574,0.00069,4.0,0.13793,idle
1676786789073.0,-8.85,14.42,161.6,9.02,1.03,2073.0,1.0,1.0,50.04,1271.0,1062.0,20.5,10.0,385.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,24.0,0.0,-0.009999999999999787,-0.00042,3.0,0.125,idle
1676786789095.0,-8.85,14.42,161.6,9.03,1.03,2071.0,1.0,1.0,50.47,1267.0,1066.0,20.48,10.0,385.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,22.0,0.0,0.009999999999999787,0.00045,4.0,0.18182,idle
1676786789128.0,-8.85,14.42,161.6,9.01,1.03,2072.0,1.0,1.0,50.33,1267.0,1064.0,20.46,10.0,385.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,33.0,0.0,-0.019999999999999574,-0.00061,-2.0,-0.06061,idle
1676786789149.0,-8.85,14.42,161.6,9.02,1.03,2075.0,1.0,1.0,50.04,1269.0,1063.0,20.48,10.01,385.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,21.0,0.0,0.009999999999999787,0.00048,-1.0,-0.04762,idle
1676786789175.0,-8.85,14.42,161.6,9.03,1.03,2069.0,1.0,1.0,50.47,1267.0,1066.0,20.48,10.01,385.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,26.0,0.0,0.009999999999999787,0.00038,3.0,0.11538,idle
1676786789203.0,-8.85,14.39,161.6,9.01,1.03,2081.0,1.0,1.0,50.33,1271.0,1070.0,20.46,10.01,385.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,28.0,0.0,-0.019999999999999574,-0.00071,4.0,0.14286,idle
1676786789225.0,-8.85,14.39,161.6,9.02,1.03,2079.0,1.0,1.0,50.33,1269.0,1074.0,20.45,10.0,385.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,22.0,0.0,0.009999999999999787,0.00045,4.0,0.18182,idle
1676786789270.0,-8.85,14.39,161.6,9.02,1.03,2078.0,1.0,1.0,50.47,1269.0,1066.0,20.46,10.0,385.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,45.0,0.0,0.0,0.0,-8.0,-0.17778,idle
1676786789291.0,-8.85,14.4,161.6,9.02,1.03,2072.0,1.0,1.0,50.04,1271.0,1076.0,20.47,10.0,385.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,21.0,0.0,0.0,0.0,10.0,0.47619,idle
1676786789321.0,-8.85,14.4,161.6,9.02,1.03,2070.0,1.0,1.0,50.47,1267.0,1080.0,20.93,10.0,385.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,30.0,0.0,0.0,0.0,4.0,0.13333,idle
1676786789342.0,-8.85,14.4,161.6,9.03,1.03,2070.0,1.0,1.0,50.04,1271.0,1079.0,20.91,10.0,385.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,21.0,0.0,0.009999999999999787,0.00048,-1.0,-0.04762,idle
1676786789364.0,-8.85,14.4,161.6,9.03,1.03,2068.0,1.0,1.0,50.47,1267.0,1074.0,20.92,10.0,385.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,22.0,0.0,0.0,0.0,-5.0,-0.22727,idle
1676786789399.0,-8.85,14.41,161.6,9.03,1.03,2068.0,1.0,1.0,50.47,1265.0,1080.0,20.44,10.0,385.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,35.0,0.0,0.0,0.0,6.0,0.17143,idle
1676786789420.0,-8.85,14.41,161.6,9.02,1.03,2070.0,1.0,1.0,50.33,1271.0,1083.0,20.91,10.0,385.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,21.0,0.0,-0.009999999999999787,-0.00048,3.0,0.14286,idle
1676786789447.0,-8.85,14.41,161.6,9.02,1.03,2079.0,1.0,1.0,50.33,1269.0,1087.0,20.88,10.0,385.0,2.0,22.05,0.0,0.0,10.0,48.0,,0.0,27.0,0.0,0.0,0.0,4.0,0.14815,idle
1676786789468.0,-8.85,14.41,161.6,9.02,1.03,2077.0,1.0,1.0,50.33,1269.0,1083.0,20.88,10.0,385.0,2.0,22.05,0.0,0.0,10.0,48.0,,0.0,21.0,0.0,0.0,0.0,-4.0,-0.19048,idle
1676786789490.0,-8.85,14.38,161.6,9.02,1.03,2077.0,1.0,1.0,50.47,1269.0,1083.0,20.9,10.0,385.0,2.0,22.05,0.0,0.0,10.0,48.0,,0.0,22.0,0.0,0.0,0.0,0.0,0.0,idle
1676786789526.0,-8.85,14.38,161.6,9.02,1.03,2066.0,1.0,1.0,50.33,1269.0,1094.0,20.89,10.0,385.0,2.0,22.05,0.0,0.0,9.0,48.0,,0.0,36.0,0.0,0.0,0.0,11.0,0.30556,idle
1676786789548.0,-8.85,14.38,161.6,9.02,1.03,2068.0,1.0,1.0,50.04,1271.0,1091.0,20.64,10.0,385.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,22.0,0.0,0.0,0.0,-3.0,-0.13636,idle
1676786789579.0,-8.85,14.38,161.6,9.02,1.03,2065.0,1.0,1.0,50.62,1267.0,1086.0,20.79,10.0,385.0,2.0,22.05,0.0,0.0,10.0,48.0,,0.0,31.0,0.0,0.0,0.0,-5.0,-0.16129,idle
1676786789600.0,-8.85,14.41,161.6,9.01,1.03,2069.0,1.0,1.0,49.89,1273.0,1086.0,20.89,10.0,385.0,2.0,22.05,0.0,0.0,10.0,48.0,,0.0,21.0,0.0,-0.009999999999999787,-0.00048,0.0,0.0,idle
1676786789622.0,-8.85,14.41,161.6,9.01,1.03,2067.0,1.0,1.0,50.47,1265.0,1089.0,20.89,10.0,385.0,2.0,22.05,0.0,0.0,10.0,48.0,,0.0,22.0,0.0,0.0,0.0,3.0,0.13636,idle
1676786789650.0,-8.85,14.41,161.6,9.03,1.03,2067.0,1.0,1.0,50.33,1269.0,1095.0,20.79,10.0,385.0,2.0,22.05,0.0,0.0,10.0,48.0,,0.0,28.0,0.0,0.019999999999999574,0.00071,6.0,0.21429,idle
1676786789674.0,-8.85,14.41,161.6,9.03,1.03,2066.0,1.0,1.0,50.33,1269.0,1096.0,20.53,10.0,385.0,2.0,22.05,0.0,0.0,10.0,48.0,,0.0,24.0,0.0,0.0,0.0,1.0,0.04167,idle
1676786789704.0,-8.85,14.39,161.6,9.02,1.03,2074.0,1.0,1.0,50.33,1269.0,1087.0,20.53,10.0,385.0,2.0,22.05,0.0,0.0,10.0,48.0,,0.0,30.0,0.0,-0.009999999999999787,-0.00033,-9.0,-0.3,idle
1676786789725.0,-8.85,14.39,161.6,9.03,1.03,2062.0,1.0,1.0,50.47,1272.0,1094.0,20.88,10.0,385.0,2.0,22.05,0.0,0.0,10.0,48.0,,0.0,21.0,0.0,0.009999999999999787,0.00048,7.0,0.33333,idle
1676786789753.0,-8.99,14.39,161.6,9.02,1.03,2058.0,1.0,1.0,50.47,1268.0,1101.0,20.64,10.0,385.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,28.0,0.0,-0.009999999999999787,-0.00036,7.0,0.25,idle
1676786789785.0,-8.99,14.43,161.6,9.02,1.03,2059.0,1.0,1.0,49.89,1266.0,1099.0,20.14,10.0,386.0,2.0,22.05,0.0,0.0,9.0,47.0,,0.0,32.0,0.0,0.0,0.0,-2.0,-0.0625,idle
1676786789814.0,-8.99,14.43,161.6,9.03,1.03,2058.0,1.0,1.0,50.04,1272.0,1100.0,20.35,10.01,386.0,2.0,22.05,0.0,0.0,10.0,47.0,,0.0,29.0,0.0,0.009999999999999787,0.00034,1.0,0.03448,idle
1676786789838.0,-8.99,14.43,161.6,9.03,1.03,2056.0,1.0,1.0,50.47,1268.0,1100.0,20.28,10.01,386.0,2.0,22.05,0.0,0.0,10.0,47.0,,0.0,24.0,0.0,0.0,0.0,0.0,0.0,idle
1676786789860.0,-8.99,14.43,161.6,9.03,1.03,2059.0,1.0,1.0,50.04,1272.0,1102.0,20.21,10.01,386.0,1.0,22.05,0.0,0.0,10.0,47.0,,-1.0,22.0,-0.04545,0.0,0.0,2.0,0.09091,idle
